workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch,workout_type_clean,workout_date,workout_month,day_of_week,hour_of_day,calories_per_min,join_date,age,gender,city,membership_type,height_cm,weight_kg,referral_source,is_student,gender_clean,city_clean,height_m,BMI,age_group,tenure_days
3684,272,2024-06-19 07:30:00,Strength,65.0,310.6,122.4,2.0,Corniche,Strength,2024-06-19,2024-06-01,Wednesday,7,4.7784615384615385,2024-02-18,38.0,Male,Sharjah,Premium,162.7,76.2,Online Ad,0,Male,Sharjah,1.6269999999999998,28.785903520380014,36-45,122
3685,272,2024-07-25 07:00:00,Strength,31.0,265.0,124.8,5.0,Marina Mall,Strength,2024-07-25,2024-07-01,Thursday,7,8.548387096774194,2024-02-18,38.0,Male,Sharjah,Premium,162.7,76.2,Online Ad,0,Male,Sharjah,1.6269999999999998,28.785903520380014,36-45,158
3686,272,2024-08-08 11:00:00,Cardio,63.0,565.9,129.5,5.0,Corniche,Cardio,2024-08-08,2024-08-01,Thursday,11,8.982539682539683,2024-02-18,38.0,Male,Sharjah,Premium,162.7,76.2,Online Ad,0,Male,Sharjah,1.6269999999999998,28.785903520380014,36-45,172
3687,272,2024-07-30 22:00:00,Strength,44.0,327.2,131.5,4.0,Corniche,Strength,2024-07-30,2024-07-01,Tuesday,22,7.4363636363636365,2024-02-18,38.0,Male,Sharjah,Premium,162.7,76.2,Online Ad,0,Male,Sharjah,1.6269999999999998,28.785903520380014,36-45,163
3688,272,2024-07-26 19:45:00,Yoga,47.0,344.3,110.3,2.0,Yas Mall,Yoga,2024-07-26,2024-07-01,Friday,19,7.3255319148936175,2024-02-18,38.0,Male,Sharjah,Premium,162.7,76.2,Online Ad,0,Male,Sharjah,1.6269999999999998,28.785903520380014,36-45,159
3689,273,2024-02-21 15:15:00,Strength,63.0,394.5,137.4,5.0,Downtown,Strength,2024-02-21,2024-02-01,Wednesday,15,6.261904761904762,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,103
3690,273,2024-01-01 21:00:00,Cardio,49.0,411.5,111.1,5.0,Downtown,Cardio,2024-01-01,2024-01-01,Monday,21,8.39795918367347,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,52
3691,273,2024-02-12 08:15:00,Cardio,18.0,130.9,142.9,4.0,Downtown,Cardio,2024-02-12,2024-02-01,Monday,8,7.272222222222222,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,94
3692,273,2024-08-24 14:00:00,Class,77.0,457.4,113.8,3.0,Downtown,Class,2024-08-24,2024-08-01,Saturday,14,5.94025974025974,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,288
3693,273,2024-09-09 06:00:00,Strength,67.0,429.4,139.2,1.0,Yas Mall,Strength,2024-09-09,2024-09-01,Monday,6,6.4089552238805965,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,304
3694,273,2023-12-31 10:00:00,Strength,70.0,427.0,132.8,5.0,Corniche,Strength,2023-12-31,2023-12-01,Sunday,10,6.1,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,51
3695,273,2024-09-07 21:15:00,Yoga,58.0,333.4,101.5,3.0,Yas Mall,Yoga,2024-09-07,2024-09-01,Saturday,21,5.748275862068965,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,302
3696,273,2024-03-26 07:00:00,Strength,71.0,402.5,109.1,4.0,Yas Mall,Strength,2024-03-26,2024-03-01,Tuesday,7,5.669014084507042,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,137
3697,273,2024-10-09 19:00:00,Strength,74.0,499.7,117.4,5.0,Yas Mall,Strength,2024-10-09,2024-10-01,Wednesday,19,6.7527027027027025,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,334
3698,273,2024-10-06 19:30:00,Cardio,74.0,618.8,100.5,3.0,Corniche,Cardio,2024-10-06,2024-10-01,Sunday,19,8.36216216216216,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,331
3699,273,2024-08-11 19:30:00,Cardio,32.0,256.4,137.5,2.0,Corniche,Cardio,2024-08-11,2024-08-01,Sunday,19,8.0125,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,275
3700,273,2024-06-14 10:15:00,Yoga,37.0,252.9,100.9,5.0,Downtown,Yoga,2024-06-14,2024-06-01,Friday,10,6.835135135135135,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,217
3701,273,2024-03-15 07:15:00,Cardio,54.0,401.8,145.8,3.0,Marina Mall,Cardio,2024-03-15,2024-03-01,Friday,7,7.440740740740741,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,126
3702,273,2024-03-16 14:30:00,Strength,45.0,278.8,121.4,2.0,Yas Mall,Strength,2024-03-16,2024-03-01,Saturday,14,6.195555555555556,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,127
3703,273,2024-10-04 07:45:00,Yoga,53.0,350.5,117.4,3.0,Yas Mall,Yoga,2024-10-04,2024-10-01,Friday,7,6.613207547169812,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,329
3704,273,2024-03-22 22:45:00,Strength,65.0,389.2,136.5,4.0,Marina Mall,Strength,2024-03-22,2024-03-01,Friday,22,5.987692307692307,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,133
3705,273,2024-02-18 18:30:00,Yoga,47.0,255.4,119.6,4.0,Yas Mall,Yoga,2024-02-18,2024-02-01,Sunday,18,5.43404255319149,2023-11-10,34.0,Male,Sharjah,Standard,177.9,68.4,Online Ad,0,Male,Sharjah,1.7790000000000001,21.612460152026593,26-35,100
3706,274,2024-06-22 10:00:00,Cardio,60.0,528.3,133.8,3.0,Downtown,Cardio,2024-06-22,2024-06-01,Saturday,10,8.805,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,97
3707,274,2024-11-04 06:30:00,Cardio,49.0,390.3,143.4,3.0,Yas Mall,Cardio,2024-11-04,2024-11-01,Monday,6,7.96530612244898,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,232
3708,274,2024-03-26 13:15:00,Strength,63.0,441.6,123.8,5.0,Yas Mall,Strength,2024-03-26,2024-03-01,Tuesday,13,7.0095238095238095,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,9
3709,274,2024-12-15 06:00:00,Strength,38.0,244.0,154.6,4.0,Downtown,Strength,2024-12-15,2024-12-01,Sunday,6,6.421052631578948,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,273
3710,274,2024-08-22 09:00:00,Strength,80.0,496.1,112.0,1.0,Yas Mall,Strength,2024-08-22,2024-08-01,Thursday,9,6.20125,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,158
3711,274,2024-09-09 14:15:00,Strength,58.0,361.0,130.4,4.0,Downtown,Strength,2024-09-09,2024-09-01,Monday,14,6.224137931034483,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,176
3712,274,2024-10-01 18:45:00,Cardio,72.0,655.2,131.3,5.0,Corniche,Cardio,2024-10-01,2024-10-01,Tuesday,18,9.100000000000001,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,198
3713,274,2024-04-17 16:30:00,Cardio,75.0,591.4,142.1,4.0,Downtown,Cardio,2024-04-17,2024-04-01,Wednesday,16,7.885333333333333,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,31
3714,274,2024-12-22 09:30:00,Strength,56.0,402.0,161.0,5.0,Corniche,Strength,2024-12-22,2024-12-01,Sunday,9,7.178571428571429,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,280
3715,274,2024-05-03 13:30:00,Cardio,56.0,474.6,108.1,3.0,Yas Mall,Cardio,2024-05-03,2024-05-01,Friday,13,8.475,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,47
3716,274,2024-10-15 13:15:00,Class,70.0,488.2,130.7,4.0,Corniche,Class,2024-10-15,2024-10-01,Tuesday,13,6.974285714285714,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,212
3717,274,2024-05-06 17:45:00,Class,54.0,1219.6,117.8,3.0,Downtown,Class,2024-05-06,2024-05-01,Monday,17,22.585185185185182,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,50
3718,274,2024-10-13 18:00:00,Cardio,73.0,585.3,111.5,3.0,Yas Mall,Cardio,2024-10-13,2024-10-01,Sunday,18,8.017808219178082,2024-03-17,26.0,Male,Dubai,Standard,159.7,81.0,Friend,0,Male,Dubai,1.597,31.75961188970083,26-35,210
3719,275,2024-04-21 16:45:00,Class,55.0,295.8,137.3,5.0,Yas Mall,Class,2024-04-21,2024-04-01,Sunday,16,5.378181818181818,2023-09-24,24.0,Male,Dubai,Standard,163.5,61.4,Friend,0,Male,Dubai,1.635,22.968511816251905,18-25,210
3720,275,2023-10-11 19:45:00,Cardio,58.0,453.6,149.7,3.0,Yas Mall,Cardio,2023-10-11,2023-10-01,Wednesday,19,7.820689655172414,2023-09-24,24.0,Male,Dubai,Standard,163.5,61.4,Friend,0,Male,Dubai,1.635,22.968511816251905,18-25,17
3721,275,2024-02-02 17:30:00,Cardio,62.0,509.1,129.5,5.0,Yas Mall,Cardio,2024-02-02,2024-02-01,Friday,17,8.211290322580645,2023-09-24,24.0,Male,Dubai,Standard,163.5,61.4,Friend,0,Male,Dubai,1.635,22.968511816251905,18-25,131
3722,275,2024-03-27 17:45:00,Yoga,70.0,438.3,119.9,3.0,Yas Mall,Yoga,2024-03-27,2024-03-01,Wednesday,17,6.261428571428572,2023-09-24,24.0,Male,Dubai,Standard,163.5,61.4,Friend,0,Male,Dubai,1.635,22.968511816251905,18-25,185
3723,275,2024-05-08 14:15:00,Strength,24.0,62.9,105.3,5.0,Yas Mall,Strength,2024-05-08,2024-05-01,Wednesday,14,2.620833333333333,2023-09-24,24.0,Male,Dubai,Standard,163.5,61.4,Friend,0,Male,Dubai,1.635,22.968511816251905,18-25,227
3724,275,2024-03-05 19:00:00,Class,19.0,24.7,128.8,5.0,Yas Mall,Class,2024-03-05,2024-03-01,Tuesday,19,1.3,2023-09-24,24.0,Male,Dubai,Standard,163.5,61.4,Friend,0,Male,Dubai,1.635,22.968511816251905,18-25,163
3725,275,2024-03-11 20:45:00,Strength,78.0,327.2,150.0,5.0,Yas Mall,Strength,2024-03-11,2024-03-01,Monday,20,4.194871794871795,2023-09-24,24.0,Male,Dubai,Standard,163.5,61.4,Friend,0,Male,Dubai,1.635,22.968511816251905,18-25,169
3726,275,2024-07-14 18:30:00,Yoga,61.0,355.3,141.5,3.0,Yas Mall,Yoga,2024-07-14,2024-07-01,Sunday,18,5.824590163934427,2023-09-24,24.0,Male,Dubai,Standard,163.5,61.4,Friend,0,Male,Dubai,1.635,22.968511816251905,18-25,294
3727,275,2024-02-22 12:00:00,Cardio,73.0,619.3,130.3,3.0,Marina Mall,Cardio,2024-02-22,2024-02-01,Thursday,12,8.483561643835616,2023-09-24,24.0,Male,Dubai,Standard,163.5,61.4,Friend,0,Male,Dubai,1.635,22.968511816251905,18-25,151
3728,276,2024-08-05 18:00:00,Strength,55.0,296.2,133.5,3.0,Downtown,Strength,2024-08-05,2024-08-01,Monday,18,5.385454545454545,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,265
3729,276,2024-10-10 20:30:00,Yoga,57.0,327.8,122.2,5.0,Marina Mall,Yoga,2024-10-10,2024-10-01,Thursday,20,5.750877192982457,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,331
3730,276,2023-12-16 06:15:00,Cardio,54.0,431.79999999999995,114.2,3.0,Yas Mall,Cardio,2023-12-16,2023-12-01,Saturday,6,7.996296296296295,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,32
3731,276,2024-08-05 10:30:00,Strength,54.0,325.9,131.8,2.0,Corniche,Strength,2024-08-05,2024-08-01,Monday,10,6.035185185185185,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,265
3732,276,2024-10-05 12:45:00,Yoga,13.0,33.4,109.6,3.0,Corniche,Yoga,2024-10-05,2024-10-01,Saturday,12,2.569230769230769,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,326
3733,276,2024-03-04 16:00:00,Yoga,39.0,219.0,138.3,1.0,Yas Mall,Yoga,2024-03-04,2024-03-01,Monday,16,5.615384615384615,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,111
3734,276,2024-05-25 20:00:00,Yoga,61.0,376.8,124.8,5.0,Corniche,Yoga,2024-05-25,2024-05-01,Saturday,20,6.177049180327869,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,193
3735,276,2024-11-07 16:30:00,Strength,84.0,554.6,139.4,2.0,Downtown,Strength,2024-11-07,2024-11-01,Thursday,16,6.602380952380953,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,359
3736,276,2024-03-12 10:30:00,Strength,44.0,230.5,115.1,3.0,Corniche,Strength,2024-03-12,2024-03-01,Tuesday,10,5.238636363636363,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,119
3737,276,2024-10-13 06:30:00,Class,84.0,467.8,116.7,2.0,Marina Mall,Class,2024-10-13,2024-10-01,Sunday,6,5.569047619047619,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,334
3738,276,2024-01-22 14:15:00,Strength,67.0,384.1,150.7,4.0,Yas Mall,Strength,2024-01-22,2024-01-01,Monday,14,5.732835820895523,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,69
3739,276,2024-04-30 16:30:00,Yoga,66.0,382.1,134.1,5.0,Yas Mall,Yoga,2024-04-30,2024-04-01,Tuesday,16,5.78939393939394,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,168
3740,276,2023-11-17 20:15:00,Cardio,76.0,600.5,116.9,3.0,Downtown,Cardio,2023-11-17,2023-11-01,Friday,20,7.901315789473684,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,3
3741,276,2024-07-04 18:15:00,Strength,57.0,319.4,150.0,2.0,Marina Mall,Strength,2024-07-04,2024-07-01,Thursday,18,5.603508771929824,2023-11-14,40.0,Female,Sharjah,Standard,158.2,61.6,Online Ad,0,Female,Sharjah,1.5819999999999999,24.61318147746216,36-45,233
3742,277,2024-07-13 09:00:00,Strength,35.0,227.3,156.6,5.0,Marina Mall,Strength,2024-07-13,2024-07-01,Saturday,9,6.494285714285715,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,123
3743,277,2024-11-16 19:00:00,Yoga,37.0,155.2,144.7,4.0,Downtown,Yoga,2024-11-16,2024-11-01,Saturday,19,4.194594594594594,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,249
3744,277,2024-11-09 22:45:00,Cardio,31.0,247.0,137.5,2.0,Marina Mall,Cardio,2024-11-09,2024-11-01,Saturday,22,7.967741935483871,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,242
3745,277,2024-06-15 16:45:00,Cardio,57.0,473.7,140.2,5.0,Yas Mall,Cardio,2024-06-15,2024-06-01,Saturday,16,8.310526315789474,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,95
3746,277,2024-11-29 08:45:00,strenght,48.0,329.5,146.9,3.0,Downtown,Strength,2024-11-29,2024-11-01,Friday,8,6.864583333333333,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,262
3747,277,2024-10-17 06:15:00,Yoga,32.0,167.7,119.0,3.0,Marina Mall,Yoga,2024-10-17,2024-10-01,Thursday,6,5.240625,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,219
3748,277,2024-10-06 13:15:00,Yoga,54.0,1230.3,128.7,5.0,Corniche,Yoga,2024-10-06,2024-10-01,Sunday,13,22.78333333333333,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,208
3749,277,2024-12-12 12:30:00,Cardio,55.0,482.4,79.6,3.0,Corniche,Cardio,2024-12-12,2024-12-01,Thursday,12,8.77090909090909,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,275
3750,277,2024-10-01 21:00:00,Cardio,51.0,398.2,127.0,2.0,Yas Mall,Cardio,2024-10-01,2024-10-01,Tuesday,21,7.807843137254902,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,203
3751,277,2024-12-21 14:30:00,Cardio,26.0,167.5,115.1,3.0,Corniche,Cardio,2024-12-21,2024-12-01,Saturday,14,6.4423076923076925,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,284
3752,277,2024-11-18 14:45:00,Class,62.0,396.0,140.3,3.0,Corniche,Class,2024-11-18,2024-11-01,Monday,14,6.387096774193548,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,251
3753,277,2024-08-13 13:00:00,Cardio,58.0,496.5,131.3,3.0,Yas Mall,Cardio,2024-08-13,2024-08-01,Tuesday,13,8.560344827586206,2024-03-12,33.0,Male,Al Ain,Standard,176.3,77.2,Online Ad,1,Male,Al Ain,1.7630000000000001,24.83777426517026,26-35,154
3754,278,2023-10-27 11:30:00,cardio,34.0,277.2,145.4,5.0,Yas Mall,Cardio,2023-10-27,2023-10-01,Friday,11,8.152941176470588,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,83
3755,278,2024-06-19 17:15:00,Yoga,68.0,327.8,116.1,2.0,Marina Mall,Yoga,2024-06-19,2024-06-01,Wednesday,17,4.820588235294117,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,319
3756,278,2024-05-01 11:15:00,Strength,69.0,403.3,127.3,1.0,Marina Mall,Strength,2024-05-01,2024-05-01,Wednesday,11,5.844927536231884,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,270
3757,278,2024-04-18 10:00:00,Cardio,56.0,528.1,106.2,1.0,Marina Mall,Cardio,2024-04-18,2024-04-01,Thursday,10,9.430357142857144,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,257
3758,278,2024-02-10 18:15:00,Yoga,51.0,306.3,87.3,4.0,Marina Mall,Yoga,2024-02-10,2024-02-01,Saturday,18,6.0058823529411764,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,189
3759,278,2024-02-23 13:30:00,Strength,42.0,223.4,110.0,2.0,Yas Mall,Strength,2024-02-23,2024-02-01,Friday,13,5.319047619047619,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,202
3760,278,2023-11-07 06:15:00,Strength,43.0,271.1,121.2,1.0,Marina Mall,Strength,2023-11-07,2023-11-01,Tuesday,6,6.304651162790698,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,94
3761,278,2023-08-25 18:00:00,CARDIO,45.0,335.9,118.1,1.0,Corniche,Cardio,2023-08-25,2023-08-01,Friday,18,7.464444444444444,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,20
3762,278,2023-11-01 17:00:00,Strength,81.0,474.0,134.0,3.0,Downtown,Strength,2023-11-01,2023-11-01,Wednesday,17,5.851851851851852,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,88
3763,278,2024-02-21 15:30:00,Cardio,21.0,177.8,129.9,3.0,Marina Mall,Cardio,2024-02-21,2024-02-01,Wednesday,15,8.466666666666667,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,200
3764,278,2023-09-16 07:15:00,Cardio,38.0,370.5,133.1,3.0,Downtown,Cardio,2023-09-16,2023-09-01,Saturday,7,9.75,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,42
3765,278,2023-08-31 15:45:00,Yoga,54.0,347.8,108.8,5.0,Marina Mall,Yoga,2023-08-31,2023-08-01,Thursday,15,6.440740740740741,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,26
3766,278,2023-12-29 07:45:00,Cardio,62.0,541.2,117.2,3.0,Yas Mall,Cardio,2023-12-29,2023-12-01,Friday,7,8.729032258064517,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,146
3767,278,2024-07-26 19:45:00,Cardio,81.0,584.8,122.7,1.0,Yas Mall,Cardio,2024-07-26,2024-07-01,Friday,19,7.219753086419752,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,356
3768,278,2024-03-12 21:00:00,cardio,67.0,564.5,127.9,3.0,Marina Mall,Cardio,2024-03-12,2024-03-01,Tuesday,21,8.425373134328359,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,220
3769,278,2024-07-15 10:00:00,Cardio,54.0,455.4,128.3,3.0,Marina Mall,Cardio,2024-07-15,2024-07-01,Monday,10,8.433333333333334,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,345
3770,278,2023-09-14 20:30:00,Strength,83.0,477.6,151.1,3.0,Corniche,Strength,2023-09-14,2023-09-01,Thursday,20,5.7542168674698795,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,40
3771,278,2024-03-23 22:30:00,Strength,54.0,369.1,121.3,3.0,Corniche,Strength,2024-03-23,2024-03-01,Saturday,22,6.8351851851851855,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,231
3772,278,2024-02-10 18:00:00,Cardio,38.0,277.9,142.1,1.0,Corniche,Cardio,2024-02-10,2024-02-01,Saturday,18,7.313157894736841,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,189
3773,278,2023-09-08 14:15:00,Class,58.0,358.4,129.4,5.0,Marina Mall,Class,2023-09-08,2023-09-01,Friday,14,6.179310344827586,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,34
3774,278,2023-10-01 08:30:00,Cardio,61.0,510.4,131.6,3.0,Yas Mall,Cardio,2023-10-01,2023-10-01,Sunday,8,8.367213114754097,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,57
3775,278,2024-05-16 12:45:00,Cardio,58.0,524.2,108.9,3.0,Marina Mall,Cardio,2024-05-16,2024-05-01,Thursday,12,9.03793103448276,2023-08-05,19.0,Female,Sharjah,Premium,165.3,84.7,Friend,1,Female,Sharjah,1.653,30.998287591645322,18-25,285
3776,279,2023-04-04 09:45:00,Cardio,71.0,574.1,160.7,3.0,Yas Mall,Cardio,2023-04-04,2023-04-01,Tuesday,9,8.085915492957747,2023-01-27,35.0,F,Al Ain,Basic,176.1,74.4,Walk-in,0,Female,Al Ain,1.761,23.991324427521537,26-35,67
3777,279,2023-06-27 16:45:00,Class,38.0,184.1,144.4,2.0,Marina Mall,Class,2023-06-27,2023-06-01,Tuesday,16,4.844736842105263,2023-01-27,35.0,F,Al Ain,Basic,176.1,74.4,Walk-in,0,Female,Al Ain,1.761,23.991324427521537,26-35,151
