workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch,workout_type_clean,workout_date,workout_month,day_of_week,hour_of_day,calories_per_min
3291,241,2024-08-30 10:15:00,Yoga,54.0,218.4,146.5,1.0,Yas Mall,Yoga,2024-08-30,2024-08-01,Friday,10,4.044444444444444
3292,241,2024-06-18 12:30:00,Cardio,58.0,446.4,118.4,5.0,Downtown,Cardio,2024-06-18,2024-06-01,Tuesday,12,7.69655172413793
3293,241,2024-06-29 08:45:00,Strength,27.0,221.0,112.8,1.0,Yas Mall,Strength,2024-06-29,2024-06-01,Saturday,8,8.185185185185185
3294,241,2023-11-18 15:00:00,Cardio,53.0,437.8,133.1,4.0,Corniche,Cardio,2023-11-18,2023-11-01,Saturday,15,8.260377358490567
3295,241,2024-03-31 08:30:00,Cardio,34.0,330.6,128.8,3.0,Downtown,Cardio,2024-03-31,2024-03-01,Sunday,8,9.723529411764707
3296,241,2023-09-29 16:45:00,Yoga,73.0,408.2,138.6,3.0,Marina Mall,Yoga,2023-09-29,2023-09-01,Friday,16,5.5917808219178085
3297,241,2024-02-10 17:00:00,Strength,50.0,262.5,143.6,2.0,Yas Mall,Strength,2024-02-10,2024-02-01,Saturday,17,5.25
3298,241,2024-03-23 19:15:00,Strength,55.0,356.9,132.4,3.0,Corniche,Strength,2024-03-23,2024-03-01,Saturday,19,6.489090909090908
3299,241,2024-06-29 19:30:00,Yoga,49.0,292.9,148.6,2.0,Yas Mall,Yoga,2024-06-29,2024-06-01,Saturday,19,5.977551020408163
3300,241,2024-08-19 12:15:00,Cardio,40.0,363.8,144.8,4.0,Corniche,Cardio,2024-08-19,2024-08-01,Monday,12,9.095
3301,242,2023-05-10 22:00:00,Yoga,80.0,558.9,145.5,3.0,Corniche,Yoga,2023-05-10,2023-05-01,Wednesday,22,6.98625
3302,242,2023-07-18 22:45:00,Class,38.0,205.4,146.1,4.0,Corniche,Class,2023-07-18,2023-07-01,Tuesday,22,5.405263157894737
3303,242,2023-06-07 14:45:00,Cardio,45.0,338.7,105.0,3.0,Yas Mall,Cardio,2023-06-07,2023-06-01,Wednesday,14,7.526666666666666
3304,242,2024-04-07 16:15:00,Yoga,61.0,426.7,129.8,4.0,Downtown,Yoga,2024-04-07,2024-04-01,Sunday,16,6.995081967213115
3305,242,2023-04-30 16:45:00,Strength,60.0,402.7,132.0,2.0,Downtown,Strength,2023-04-30,2023-04-01,Sunday,16,6.711666666666667
3306,242,2024-01-27 20:30:00,Class,75.0,456.6,149.8,3.0,Corniche,Class,2024-01-27,2024-01-01,Saturday,20,6.088
3307,242,2023-05-06 10:30:00,Strength,74.0,458.6,116.3,3.0,Marina Mall,Strength,2023-05-06,2023-05-01,Saturday,10,6.197297297297298
3308,243,2024-02-19 11:30:00,Yoga,53.0,350.8,158.7,2.0,Downtown,Yoga,2024-02-19,2024-02-01,Monday,11,6.618867924528302
3309,243,2024-09-05 12:30:00,Strength,52.0,357.8,136.7,2.0,Marina Mall,Strength,2024-09-05,2024-09-01,Thursday,12,6.880769230769231
3310,243,2023-11-20 09:00:00,Cardio,62.0,495.3,131.9,3.0,Downtown,Cardio,2023-11-20,2023-11-01,Monday,9,7.988709677419355
3311,243,2024-04-17 13:15:00,Strength,44.0,221.6,153.1,4.0,Downtown,Strength,2024-04-17,2024-04-01,Wednesday,13,5.036363636363636
3312,243,2024-09-16 06:00:00,Cardio,62.0,546.4,149.5,4.0,Corniche,Cardio,2024-09-16,2024-09-01,Monday,6,8.812903225806451
3313,243,2024-03-23 18:45:00,cardio,44.0,365.3,142.0,4.0,Yas Mall,Cardio,2024-03-23,2024-03-01,Saturday,18,8.302272727272728
3314,243,2024-11-03 07:00:00,Cardio,46.0,378.1,122.7,4.0,Marina Mall,Cardio,2024-11-03,2024-11-01,Sunday,7,8.219565217391304
3315,243,2024-10-10 09:15:00,Cardio,74.0,632.6,138.8,5.0,Marina Mall,Cardio,2024-10-10,2024-10-01,Thursday,9,8.54864864864865
3316,243,2024-07-07 13:00:00,Cardio,29.0,313.7,153.4,5.0,Downtown,Cardio,2024-07-07,2024-07-01,Sunday,13,10.817241379310344
3317,243,2024-10-30 08:45:00,Yoga,54.0,327.8,145.2,3.0,Corniche,Yoga,2024-10-30,2024-10-01,Wednesday,8,6.07037037037037
3318,243,2024-06-23 14:45:00,Cardio,62.0,484.1,132.0,3.0,Yas Mall,Cardio,2024-06-23,2024-06-01,Sunday,14,7.808064516129033
3319,243,2024-02-25 19:00:00,Class,44.0,215.5,119.8,1.0,Corniche,Class,2024-02-25,2024-02-01,Sunday,19,4.8977272727272725
3320,243,2024-04-30 22:30:00,Cardio,61.0,502.8,153.3,3.0,Corniche,Cardio,2024-04-30,2024-04-01,Tuesday,22,8.242622950819673
3321,243,2024-01-10 22:45:00,Yoga,40.0,228.9,149.0,3.0,Yas Mall,Yoga,2024-01-10,2024-01-01,Wednesday,22,5.7225
3322,244,2024-10-28 10:30:00,Yoga,54.0,309.6,145.6,5.0,Marina Mall,Yoga,2024-10-28,2024-10-01,Monday,10,5.733333333333333
3323,244,2024-12-22 09:15:00,Cardio,81.0,687.9,141.3,4.0,Marina Mall,Cardio,2024-12-22,2024-12-01,Sunday,9,8.492592592592592
3324,244,2024-09-08 22:15:00,Strength,40.0,240.5,130.8,4.0,Marina Mall,Strength,2024-09-08,2024-09-01,Sunday,22,6.0125
3325,244,2024-06-02 17:15:00,Class,49.0,340.3,147.4,4.0,Marina Mall,Class,2024-06-02,2024-06-01,Sunday,17,6.944897959183674
3326,244,2024-10-31 06:30:00,Cardio,60.0,495.0,142.9,4.0,Downtown,Cardio,2024-10-31,2024-10-01,Thursday,6,8.25
3327,244,2024-11-06 06:15:00,Strength,77.0,438.7,119.5,4.0,Downtown,Strength,2024-11-06,2024-11-01,Wednesday,6,5.697402597402597
3328,244,2024-11-29 15:00:00,Class,41.0,173.4,155.5,2.0,Marina Mall,Class,2024-11-29,2024-11-01,Friday,15,4.229268292682927
3329,244,2024-11-29 06:30:00,Strength,31.0,202.0,122.3,3.0,Marina Mall,Strength,2024-11-29,2024-11-01,Friday,6,6.516129032258065
3330,244,2024-11-15 16:45:00,Strength,49.0,304.7,102.0,3.0,Yas Mall,Strength,2024-11-15,2024-11-01,Friday,16,6.218367346938775
3331,244,2024-06-04 14:45:00,Cardio,61.0,508.2,146.3,2.0,Corniche,Cardio,2024-06-04,2024-06-01,Tuesday,14,8.331147540983606
3332,244,2024-11-26 11:15:00,Cardio,16.0,115.7,153.7,2.0,Downtown,Cardio,2024-11-26,2024-11-01,Tuesday,11,7.23125
3333,244,2024-12-18 09:45:00,Strength,61.0,393.1,122.9,3.0,Corniche,Strength,2024-12-18,2024-12-01,Wednesday,9,6.444262295081968
3334,244,2024-07-28 18:15:00,Yoga,54.0,285.2,126.1,1.0,Marina Mall,Yoga,2024-07-28,2024-07-01,Sunday,18,5.281481481481482
3335,244,2024-05-09 06:15:00,Strength,64.0,373.4,127.1,2.0,Marina Mall,Strength,2024-05-09,2024-05-01,Thursday,6,5.834375
3336,244,2024-12-20 08:00:00,Cardio,49.0,452.1,130.3,5.0,Corniche,Cardio,2024-12-20,2024-12-01,Friday,8,9.226530612244899
3337,244,2024-11-08 15:30:00,Cardio,54.0,431.79999999999995,143.9,2.0,Marina Mall,Cardio,2024-11-08,2024-11-01,Friday,15,7.996296296296295
3338,244,2024-08-16 15:00:00,Cardio,38.0,316.0,142.2,5.0,Yas Mall,Cardio,2024-08-16,2024-08-01,Friday,15,8.31578947368421
3339,244,2024-12-30 22:30:00,Cardio,28.0,252.8,138.6,5.0,Marina Mall,Cardio,2024-12-30,2024-12-01,Monday,22,9.028571428571428
3340,244,2024-11-07 21:45:00,Strength,42.0,238.0,152.6,3.0,Yas Mall,Strength,2024-11-07,2024-11-01,Thursday,21,5.666666666666667
3341,244,2024-07-16 11:00:00,Cardio,57.0,469.9,172.5,4.0,Corniche,Cardio,2024-07-16,2024-07-01,Tuesday,11,8.243859649122806
3342,245,2023-11-10 19:30:00,Class,50.0,329.1,115.4,2.0,Downtown,Class,2023-11-10,2023-11-01,Friday,19,6.582000000000001
3343,245,2024-03-22 11:15:00,Yoga,51.0,292.9,155.8,5.0,Yas Mall,Yoga,2024-03-22,2024-03-01,Friday,11,5.74313725490196
3344,245,2023-07-22 12:45:00,Cardio,44.0,332.4,106.6,4.0,Marina Mall,Cardio,2023-07-22,2023-07-01,Saturday,12,7.554545454545454
3345,245,2023-11-20 12:15:00,Strength,58.0,430.6,147.4,3.0,Marina Mall,Strength,2023-11-20,2023-11-01,Monday,12,7.424137931034483
3346,245,2023-12-21 13:00:00,Yoga,59.0,331.5,113.1,4.0,Yas Mall,Yoga,2023-12-21,2023-12-01,Thursday,13,5.61864406779661
3347,245,2023-07-04 17:30:00,Strength,32.0,272.0,124.6,3.0,Downtown,Strength,2023-07-04,2023-07-01,Tuesday,17,8.5
3348,245,2023-11-21 22:00:00,Cardio,89.0,725.5,134.6,3.0,Downtown,Cardio,2023-11-21,2023-11-01,Tuesday,22,8.151685393258427
3349,245,2023-11-02 07:45:00,Cardio,32.0,303.9,121.4,3.0,Yas Mall,Cardio,2023-11-02,2023-11-01,Thursday,7,9.496875
3350,245,2024-05-31 08:45:00,Strength,20.0,164.4,142.8,4.0,Corniche,Strength,2024-05-31,2024-05-01,Friday,8,8.22
3351,245,2023-09-18 10:45:00,Strength,68.0,445.9,127.6,2.0,Corniche,Strength,2023-09-18,2023-09-01,Monday,10,6.55735294117647
3352,245,2024-02-03 22:00:00,Class,48.0,336.6,138.6,3.0,Marina Mall,Class,2024-02-03,2024-02-01,Saturday,22,7.0125
3353,245,2024-01-26 12:00:00,Strength,30.0,327.2,89.3,3.0,Yas Mall,Strength,2024-01-26,2024-01-01,Friday,12,10.906666666666666
3354,246,2023-03-25 18:00:00,Cardio,57.0,428.0,127.4,3.0,Yas Mall,Cardio,2023-03-25,2023-03-01,Saturday,18,7.508771929824562
3355,246,2023-06-12 17:15:00,Cardio,60.0,439.8,110.7,3.0,Downtown,Cardio,2023-06-12,2023-06-01,Monday,17,7.33
3356,246,2023-06-18 20:45:00,cardio,40.0,339.2,128.4,3.0,Corniche,Cardio,2023-06-18,2023-06-01,Sunday,20,8.48
3357,246,2023-09-06 11:00:00,Cardio,47.0,441.5,141.1,4.0,Downtown,Cardio,2023-09-06,2023-09-01,Wednesday,11,9.393617021276595
3358,246,2023-11-13 08:00:00,Strength,62.0,383.2,127.9,3.0,Yas Mall,Strength,2023-11-13,2023-11-01,Monday,8,6.180645161290323
3359,246,2023-11-29 11:00:00,Strength,35.0,182.6,112.7,5.0,Downtown,Strength,2023-11-29,2023-11-01,Wednesday,11,5.217142857142857
3360,246,2024-01-06 08:45:00,Yoga,39.0,177.5,116.4,4.0,Yas Mall,Yoga,2024-01-06,2024-01-01,Saturday,8,4.551282051282051
3361,246,2023-04-12 14:30:00,Strength,81.0,395.3,135.3,2.0,Yas Mall,Strength,2023-04-12,2023-04-01,Wednesday,14,4.880246913580247
3362,246,2023-07-17 08:45:00,Cardio,49.0,370.6,120.2,4.0,Marina Mall,Cardio,2023-07-17,2023-07-01,Monday,8,7.5632653061224495
3363,246,2023-04-15 12:45:00,Yoga,34.0,250.6,145.0,3.0,Marina Mall,Yoga,2023-04-15,2023-04-01,Saturday,12,7.370588235294117
3364,246,2023-02-19 12:30:00,Cardio,45.0,374.1,128.8,4.0,Corniche,Cardio,2023-02-19,2023-02-01,Sunday,12,8.313333333333334
3365,246,2024-01-08 06:15:00,Cardio,78.0,431.79999999999995,87.5,5.0,Yas Mall,Cardio,2024-01-08,2024-01-01,Monday,6,5.535897435897435
3366,246,2023-04-23 06:15:00,Yoga,41.0,210.4,127.8,1.0,Yas Mall,Yoga,2023-04-23,2023-04-01,Sunday,6,5.131707317073171
3367,246,2023-09-27 10:45:00,Class,64.0,430.8,154.9,3.0,Marina Mall,Class,2023-09-27,2023-09-01,Wednesday,10,6.73125
3368,246,2023-11-23 06:00:00,Cardio,62.0,509.6,150.0,3.0,Downtown,Cardio,2023-11-23,2023-11-01,Thursday,6,8.219354838709679
3369,246,2023-08-02 15:30:00,CARDIO,34.0,253.9,113.7,5.0,Corniche,Cardio,2023-08-02,2023-08-01,Wednesday,15,7.4676470588235295
3370,246,2023-12-15 07:30:00,Cardio,48.0,402.9,115.3,1.0,Yas Mall,Cardio,2023-12-15,2023-12-01,Friday,7,8.393749999999999
3371,246,2023-10-19 11:00:00,Cardio,40.0,302.5,112.1,2.0,Yas Mall,Cardio,2023-10-19,2023-10-01,Thursday,11,7.5625
3372,246,2023-06-21 17:30:00,Class,43.0,231.9,121.2,3.0,Downtown,Class,2023-06-21,2023-06-01,Wednesday,17,5.3930232558139535
3373,247,2024-01-05 21:45:00,Class,34.0,188.0,137.0,3.0,Marina Mall,Class,2024-01-05,2024-01-01,Friday,21,5.529411764705882
3374,247,2023-12-28 18:45:00,Strength,47.0,300.8,141.0,5.0,Yas Mall,Strength,2023-12-28,2023-12-01,Thursday,18,6.4
3375,247,2024-08-06 15:45:00,Cardio,46.0,340.6,112.8,1.0,Yas Mall,Cardio,2024-08-06,2024-08-01,Tuesday,15,7.404347826086957
3376,247,2024-03-16 22:00:00,Strength,60.0,334.3,175.4,3.0,Downtown,Strength,2024-03-16,2024-03-01,Saturday,22,5.571666666666667
3377,247,2024-10-14 08:45:00,strenght,67.0,436.3,117.2,4.0,Downtown,Strength,2024-10-14,2024-10-01,Monday,8,6.511940298507463
3378,247,2024-03-20 16:30:00,Strength,38.0,327.2,118.5,5.0,Marina Mall,Strength,2024-03-20,2024-03-01,Wednesday,16,8.610526315789473
3379,247,2024-05-04 16:00:00,Cardio,54.0,1666.5,142.6,4.0,Downtown,Cardio,2024-05-04,2024-05-01,Saturday,16,30.86111111111111
3380,247,2024-08-11 08:15:00,Strength,86.0,505.1,135.6,3.0,Corniche,Strength,2024-08-11,2024-08-01,Sunday,8,5.873255813953489
3381,247,2024-01-08 19:00:00,Cardio,47.0,382.6,118.9,4.0,Yas Mall,Cardio,2024-01-08,2024-01-01,Monday,19,8.140425531914895
3382,247,2024-05-15 19:30:00,Cardio,42.0,264.1,114.0,5.0,Yas Mall,Cardio,2024-05-15,2024-05-01,Wednesday,19,6.288095238095239
3383,247,2024-06-21 15:45:00,Strength,63.0,415.9,129.8,3.0,Downtown,Strength,2024-06-21,2024-06-01,Friday,15,6.601587301587301
3384,247,2024-05-09 15:45:00,Strength,57.0,291.9,131.5,3.0,Downtown,Strength,2024-05-09,2024-05-01,Thursday,15,5.121052631578947
3385,247,2024-02-23 16:30:00,Cardio,60.0,434.2,119.9,5.0,Downtown,Cardio,2024-02-23,2024-02-01,Friday,16,7.236666666666666
3386,248,2024-09-13 13:45:00,Yoga,56.0,262.6,136.3,4.0,Downtown,Yoga,2024-09-13,2024-09-01,Friday,13,4.689285714285715
3387,248,2024-11-12 07:00:00,Strength,74.0,418.2,125.5,2.0,Downtown,Strength,2024-11-12,2024-11-01,Tuesday,7,5.651351351351352
3388,248,2024-04-02 08:15:00,Cardio,70.0,529.2,126.4,5.0,Yas Mall,Cardio,2024-04-02,2024-04-01,Tuesday,8,7.5600000000000005
3389,248,2024-06-20 11:45:00,Cardio,56.0,437.4,133.9,3.0,Downtown,Cardio,2024-06-20,2024-06-01,Thursday,11,7.810714285714285
3390,248,2024-05-27 17:30:00,Cardio,55.0,545.7,138.0,3.0,Marina Mall,Cardio,2024-05-27,2024-05-01,Monday,17,9.921818181818182
3391,248,2024-07-08 10:30:00,Strength,64.0,415.9,160.5,4.0,Corniche,Strength,2024-07-08,2024-07-01,Monday,10,6.4984375
3392,248,2024-12-21 08:45:00,Strength,91.0,526.8,104.8,5.0,Corniche,Strength,2024-12-21,2024-12-01,Saturday,8,5.789010989010989
3393,249,2023-08-11 11:00:00,Cardio,62.0,474.5,105.8,2.0,Yas Mall,Cardio,2023-08-11,2023-08-01,Friday,11,7.653225806451613
3394,249,2023-05-16 08:00:00,Yoga,70.0,323.4,128.0,5.0,Corniche,Yoga,2023-05-16,2023-05-01,Tuesday,8,4.62
3395,249,2023-07-31 06:00:00,Cardio,51.0,379.1,130.0,5.0,Yas Mall,Cardio,2023-07-31,2023-07-01,Monday,6,7.433333333333334
3396,249,2023-07-11 09:45:00,Cardio,45.0,385.7,149.1,4.0,Marina Mall,Cardio,2023-07-11,2023-07-01,Tuesday,9,8.571111111111112
3397,249,2023-02-10 10:00:00,Class,43.0,294.6,123.5,1.0,Yas Mall,Class,2023-02-10,2023-02-01,Friday,10,6.851162790697675
3398,249,2023-05-10 07:45:00,Yoga,24.0,103.8,149.5,5.0,Marina Mall,Yoga,2023-05-10,2023-05-01,Wednesday,7,4.325
3399,249,2023-08-14 22:00:00,Cardio,53.0,439.5,136.6,3.0,Corniche,Cardio,2023-08-14,2023-08-01,Monday,22,8.29245283018868
3400,250,2024-07-16 11:45:00,CARDIO,65.0,576.5,108.9,1.0,Yas Mall,Cardio,2024-07-16,2024-07-01,Tuesday,11,8.86923076923077
3401,250,2024-12-29 15:00:00,Class,65.0,377.3,149.7,5.0,Downtown,Class,2024-12-29,2024-12-01,Sunday,15,5.804615384615385
3402,250,2024-09-04 13:00:00,Strength,49.0,272.2,131.8,3.0,Yas Mall,Strength,2024-09-04,2024-09-01,Wednesday,13,5.555102040816326
3403,250,2024-03-12 11:45:00,Strength,42.0,239.3,118.6,4.0,Corniche,Strength,2024-03-12,2024-03-01,Tuesday,11,5.697619047619048
3404,250,2024-11-26 13:00:00,Yoga,54.0,264.4,98.1,4.0,Marina Mall,Yoga,2024-11-26,2024-11-01,Tuesday,13,4.8962962962962955
3405,250,2024-12-21 07:45:00,Cardio,66.0,514.3,144.0,3.0,Marina Mall,Cardio,2024-12-21,2024-12-01,Saturday,7,7.792424242424242
3406,250,2024-03-05 10:00:00,Cardio,16.0,150.1,151.5,3.0,Downtown,Cardio,2024-03-05,2024-03-01,Tuesday,10,9.38125
3407,250,2024-06-05 08:00:00,Cardio,53.0,447.6,130.3,2.0,Downtown,Cardio,2024-06-05,2024-06-01,Wednesday,8,8.445283018867926
3408,250,2024-10-26 07:00:00,Cardio,65.0,525.2,131.2,4.0,Downtown,Cardio,2024-10-26,2024-10-01,Saturday,7,8.08
3409,250,2024-05-01 18:45:00,Strength,54.0,77.0,161.8,1.0,Marina Mall,Strength,2024-05-01,2024-05-01,Wednesday,18,1.4259259259259258
3410,250,2024-11-15 17:00:00,Cardio,75.0,638.9,167.6,5.0,Downtown,Cardio,2024-11-15,2024-11-01,Friday,17,8.518666666666666
3411,250,2024-12-26 11:45:00,Yoga,48.0,303.5,115.4,1.0,Corniche,Yoga,2024-12-26,2024-12-01,Thursday,11,6.322916666666667
3412,250,2024-04-21 14:45:00,Yoga,46.0,315.7,126.3,3.0,Corniche,Yoga,2024-04-21,2024-04-01,Sunday,14,6.863043478260869
3413,250,2024-07-19 10:30:00,Yoga,38.0,207.2,137.2,4.0,Marina Mall,Yoga,2024-07-19,2024-07-01,Friday,10,5.4526315789473685
3414,250,2024-11-05 16:00:00,Class,64.0,398.7,148.9,2.0,Downtown,Class,2024-11-05,2024-11-01,Tuesday,16,6.2296875
3415,250,2024-09-13 14:15:00,Yoga,58.0,293.9,101.6,2.0,Downtown,Yoga,2024-09-13,2024-09-01,Friday,14,5.067241379310344
3416,250,2024-07-23 13:15:00,Strength,50.0,362.3,143.1,3.0,Downtown,Strength,2024-07-23,2024-07-01,Tuesday,13,7.246
3417,250,2024-11-15 07:15:00,strenght,62.0,339.1,117.2,3.0,Corniche,Strength,2024-11-15,2024-11-01,Friday,7,5.469354838709678
3418,250,2024-04-01 18:45:00,Cardio,61.0,439.1,116.9,4.0,Yas Mall,Cardio,2024-04-01,2024-04-01,Monday,18,7.198360655737705
3419,251,2024-03-17 06:00:00,Strength,54.0,279.7,129.9,4.0,Marina Mall,Strength,2024-03-17,2024-03-01,Sunday,6,5.17962962962963
3420,251,2024-11-20 19:15:00,Cardio,47.0,344.3,129.0,5.0,Marina Mall,Cardio,2024-11-20,2024-11-01,Wednesday,19,7.3255319148936175
3421,251,2024-10-04 19:45:00,Cardio,59.0,427.9,121.9,3.0,Yas Mall,Cardio,2024-10-04,2024-10-01,Friday,19,7.252542372881355
3422,251,2024-07-19 14:30:00,Cardio,74.0,617.4,119.9,1.0,Downtown,Cardio,2024-07-19,2024-07-01,Friday,14,8.343243243243244
3423,251,2024-04-12 07:00:00,Strength,57.0,336.9,130.0,3.0,Corniche,Strength,2024-04-12,2024-04-01,Friday,7,5.910526315789474
3424,251,2024-03-28 13:45:00,Strength,48.0,223.1,137.1,3.0,Corniche,Strength,2024-03-28,2024-03-01,Thursday,13,4.647916666666666
3425,251,2024-12-03 16:30:00,Yoga,45.0,223.7,105.9,4.0,Yas Mall,Yoga,2024-12-03,2024-12-01,Tuesday,16,4.971111111111111
3426,251,2024-12-18 16:30:00,Class,77.0,482.5,133.7,4.0,Corniche,Class,2024-12-18,2024-12-01,Wednesday,16,6.266233766233766
3427,252,2024-12-21 07:30:00,Yoga,49.0,301.0,132.4,3.0,Yas Mall,Yoga,2024-12-21,2024-12-01,Saturday,7,6.142857142857143
3428,252,2024-12-05 20:15:00,Strength,58.0,323.6,126.5,3.0,Corniche,Strength,2024-12-05,2024-12-01,Thursday,20,5.5793103448275865
3429,252,2024-11-08 16:45:00,Strength,62.0,327.2,123.8,1.0,Yas Mall,Strength,2024-11-08,2024-11-01,Friday,16,5.27741935483871
3430,252,2024-12-23 18:30:00,Strength,57.0,338.2,139.7,3.0,Downtown,Strength,2024-12-23,2024-12-01,Monday,18,5.933333333333334
3431,252,2024-11-14 10:45:00,Cardio,60.0,549.7,137.0,2.0,Yas Mall,Cardio,2024-11-14,2024-11-01,Thursday,10,9.161666666666667
3432,252,2024-05-11 12:00:00,Cardio,58.0,365.8,154.0,3.0,Corniche,Cardio,2024-05-11,2024-05-01,Saturday,12,6.306896551724138
3433,252,2024-09-09 15:15:00,Strength,66.0,377.2,115.1,4.0,Downtown,Strength,2024-09-09,2024-09-01,Monday,15,5.715151515151515
3434,252,2024-10-28 09:15:00,Strength,50.0,263.5,129.0,3.0,Corniche,Strength,2024-10-28,2024-10-01,Monday,9,5.27
3435,252,2024-06-14 15:30:00,Cardio,71.0,582.4,133.0,1.0,Corniche,Cardio,2024-06-14,2024-06-01,Friday,15,8.20281690140845
3436,252,2024-11-30 15:00:00,Yoga,38.0,327.8,124.5,5.0,Marina Mall,Yoga,2024-11-30,2024-11-01,Saturday,15,8.626315789473685
3437,252,2024-11-19 22:15:00,Cardio,60.0,552.4,130.3,4.0,Downtown,Cardio,2024-11-19,2024-11-01,Tuesday,22,9.206666666666667
3438,252,2024-11-03 18:30:00,Strength,37.0,233.3,145.9,3.0,Corniche,Strength,2024-11-03,2024-11-01,Sunday,18,6.305405405405406
3439,252,2024-05-21 11:00:00,Yoga,70.0,448.8,146.9,1.0,Marina Mall,Yoga,2024-05-21,2024-05-01,Tuesday,11,6.411428571428572
3440,252,2024-08-16 18:30:00,Cardio,47.0,324.2,143.7,1.0,Downtown,Cardio,2024-08-16,2024-08-01,Friday,18,6.897872340425532
3441,252,2024-11-27 09:00:00,Strength,72.0,435.6,117.0,2.0,Downtown,Strength,2024-11-27,2024-11-01,Wednesday,9,6.050000000000001
3442,252,2024-12-24 18:30:00,Cardio,52.0,389.0,113.1,5.0,Yas Mall,Cardio,2024-12-24,2024-12-01,Tuesday,18,7.480769230769231
3443,252,2024-08-02 09:45:00,Strength,80.0,443.7,137.8,3.0,Downtown,Strength,2024-08-02,2024-08-01,Friday,9,5.54625
3444,253,2024-12-27 20:45:00,Strength,53.0,283.6,149.5,3.0,Marina Mall,Strength,2024-12-27,2024-12-01,Friday,20,5.350943396226415
3445,253,2024-12-21 08:15:00,Class,25.0,94.9,133.8,2.0,Corniche,Class,2024-12-21,2024-12-01,Saturday,8,3.7960000000000003
3446,253,2024-11-22 11:00:00,Strength,47.0,286.6,127.5,1.0,Downtown,Strength,2024-11-22,2024-11-01,Friday,11,6.097872340425533
3447,253,2024-12-16 13:30:00,Strength,77.0,464.0,107.9,1.0,Downtown,Strength,2024-12-16,2024-12-01,Monday,13,6.025974025974026
3448,253,2024-03-24 14:45:00,Cardio,34.0,338.4,124.4,1.0,Downtown,Cardio,2024-03-24,2024-03-01,Sunday,14,9.952941176470588
3449,253,2024-05-30 08:45:00,Cardio,54.0,367.4,109.2,5.0,Downtown,Cardio,2024-05-30,2024-05-01,Thursday,8,6.803703703703703
3450,253,2024-09-12 15:15:00,Strength,67.0,378.4,144.6,5.0,Yas Mall,Strength,2024-09-12,2024-09-01,Thursday,15,5.64776119402985
3451,253,2024-08-20 21:00:00,strenght,46.0,264.1,127.5,3.0,Marina Mall,Strength,2024-08-20,2024-08-01,Tuesday,21,5.7413043478260875
3452,253,2024-10-25 08:15:00,Cardio,42.0,355.8,141.9,5.0,Downtown,Cardio,2024-10-25,2024-10-01,Friday,8,8.471428571428572
3453,253,2024-05-28 18:15:00,Cardio,55.0,451.4,132.1,5.0,Downtown,Cardio,2024-05-28,2024-05-01,Tuesday,18,8.207272727272727
3454,253,2024-06-18 16:45:00,Cardio,38.0,238.4,137.1,5.0,Downtown,Cardio,2024-06-18,2024-06-01,Tuesday,16,6.273684210526316
3455,253,2024-12-01 15:45:00,Strength,51.0,316.6,113.2,3.0,Downtown,Strength,2024-12-01,2024-12-01,Sunday,15,6.207843137254902
3456,253,2024-07-31 22:00:00,Strength,29.0,153.5,137.2,4.0,Downtown,Strength,2024-07-31,2024-07-01,Wednesday,22,5.293103448275862
3457,254,2023-08-29 12:45:00,Cardio,58.0,486.0,129.1,3.0,Marina Mall,Cardio,2023-08-29,2023-08-01,Tuesday,12,8.379310344827585
3458,254,2023-10-04 22:00:00,Class,82.0,541.5,113.4,4.0,Downtown,Class,2023-10-04,2023-10-01,Wednesday,22,6.603658536585366
3459,254,2024-05-23 20:15:00,Strength,54.0,126.3,135.4,3.0,Yas Mall,Strength,2024-05-23,2024-05-01,Thursday,20,2.338888888888889
3460,254,2024-04-17 07:15:00,Strength,79.0,476.2,119.7,3.0,Corniche,Strength,2024-04-17,2024-04-01,Wednesday,7,6.027848101265823
3461,254,2024-05-15 12:00:00,Strength,79.0,464.2,123.7,3.0,Yas Mall,Strength,2024-05-15,2024-05-01,Wednesday,12,5.875949367088608
3462,254,2024-01-06 06:30:00,Strength,64.0,333.4,153.9,4.0,Downtown,Strength,2024-01-06,2024-01-01,Saturday,6,5.209375
3463,254,2023-11-06 15:30:00,Strength,45.0,238.8,100.2,3.0,Corniche,Strength,2023-11-06,2023-11-01,Monday,15,5.306666666666667
3464,254,2023-09-26 22:30:00,Cardio,43.0,376.5,129.3,3.0,Yas Mall,Cardio,2023-09-26,2023-09-01,Tuesday,22,8.755813953488373
3465,254,2023-09-09 15:15:00,Yoga,54.0,393.7,160.8,3.0,Yas Mall,Yoga,2023-09-09,2023-09-01,Saturday,15,7.29074074074074
3466,254,2024-05-11 06:45:00,Strength,55.0,286.5,109.3,4.0,Marina Mall,Strength,2024-05-11,2024-05-01,Saturday,6,5.209090909090909
3467,254,2023-09-28 18:00:00,Strength,55.0,327.2,132.2,3.0,Yas Mall,Strength,2023-09-28,2023-09-01,Thursday,18,5.949090909090909
3468,254,2024-03-27 15:30:00,Cardio,46.0,338.4,176.1,3.0,Marina Mall,Cardio,2024-03-27,2024-03-01,Wednesday,15,7.356521739130434
3469,254,2024-04-26 10:30:00,Strength,85.0,556.7,143.0,1.0,Corniche,Strength,2024-04-26,2024-04-01,Friday,10,6.549411764705883
